mutation_rate,number_of_crossovers,k_tournament,k_tournament_final_linear_increase_factor,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8
0.054128345043897554,1.7604028682071302,3.6323507240382016,1.7740278643273428,8.407096774193608,17.177559198542895,4.88083333333339,6.7535164835165435,26.87322766570613,-6.3438979963569935,-1.3667181467181244,10.072886597938226
0.17751200050346255,4.652782180521947,3.1280419418104426,6.3709817250110135,6.967264770240759,-17.975220483641497,-1.0013064133016094,3.877492447129997,7.136081081081137,3.6139776951673284,16.76666666666675,9.642059925093692
0.4783899337065587,6.878629782292425,2.6616952525423807,2.757198938459041,14.632024169184378,-27.10046444121913,6.878118161925682,-5.9856087824350865,-3.3974509803920974,11.280041067761887,11.468429752066172,6.611229050279414
0.4371805240816165,7.65856531887069,2.953760427551541,3.807480005517183,-5.035833333333251,8.852500000000077,11.063423423423506,11.089775280898959,-0.23582417582416326,-1.4153974121995958,-4.232499999999943,-0.6363573883160925
0.060474680532588886,6.30916925683222,2.2479763857151696,8.320581398132235,-2.8273170731706294,-9.853990267639835,-5.843333333333277,0.2383333333334381,-19.64171974522288,7.877685950413282,5.777512776831429,8.894166666666747
0.38701060794369047,2.20319760696601,2.068040909604785,5.189590758865645,5.705000000000078,5.30083333333339,-8.062263610315162,1.5631034482759265,3.956648044692818,16.912689804772292,4.323333333333391,-14.041682516459337
0.13008547658977765,8.349305099017403,1.133869556124595,6.848575512314751,-4.366129032258053,-5.598369098712416,-4.444246575342385,1.4110609037328548,-9.38693877551017,-14.252004889975519,2.484166666666722,-3.334999999999921
0.31304082474469314,9.556318999726276,3.8711743503425535,8.154733903170563,11.048987854251095,2.283755868544631,-13.017531556802197,-5.5428806584361805,6.170458135861038,-7.877244897959134,23.84973787680218,-10.370666666666596
0.28909532356873685,4.333334004030251,1.6662022479739358,3.1424997485225687,-2.0428662420381603,-16.78049099836328,8.340833333333412,3.533631436314474,9.215087108013993,0.49351351351354467,-6.012531120331891,7.184382022471992
0.23005034995680565,3.663569721472041,1.4588669482532308,9.278777732886743,9.607950310559087,-0.7440506329112875,10.678810572687308,3.7507323568575384,8.088991097922909,3.8316666666667256,-3.454166666666609,-10.139999999999944
0.02836885342383562,1,4,1,11.690444145356746,-18.47327052489903,-36.137086092715236,-13.081917098445562,0.9092447129910148,-2.923780160857852,4.550804597701228,-16.060999999999943
0.01,1,2,2,-10.16671457905539,-24.446189376443396,-6.331419939576957,8.63000000000008,3.8887755102041712,-2.6780976863752635,0.4185185185185514,10.34225806451619
0.01,10,4,1,2.5362300319489357,-9.460833333333253,6.771666666666747,13.009827586206981,-12.366242726516992,5.441176470588319,14.364898785425186,-1.8337499999999665
0.22673841517355825,4,3,1,-1.1312499999999446,-1.0977064220182946,-1.6700875273522406,-0.6611782477340551,18.98920881971471,3.05083333333339,-0.4265995975854633,-1.3016666666665877
0.01,3,3,4,3.5206365503080175,-17.78235109717862,12.741111111111177,15.35333333333342,8.654794520548027,5.118030888030972,-20.92562300319484,12.16129963898925
0.15174369678792865,1,3,4,-7.739158050221539,-28.842424242424244,-6.8653424657533915,13.167500000000103,7.790000000000079,-1.7759550561797433,-3.4666666666666117,-2.7858333333332297
0.5,9,1,10,-12.576409861325084,0.8648387096774535,1.9788235294117875,-24.29011477761832,-7.184166666666611,-8.221249999999959,-3.5798165137614113,9.816666666666746
0.01,10,1,10,2.331666666666722,4.92595641646497,9.734361233480259,5.351666666666724,-27.705357423409204,-18.548048289738425,1.298333333333412,13.031300813008215
0.5,5,1,6,33.847189542483726,13.015571776155792,-9.062141997593237,-16.529969418960164,-33.33495049504945,6.9133333333334415,14.433333333333415,3.0566666666667235
0.24379874748760916,8,2,10,3.2287500000000335,1.3408556149732966,6.1508333333333916,11.578333333333442,-8.105980707395437,6.816666666666725,26.749021601016594,-1.5706970509382785
